antecedents,consequents,antecedent support,support,confidence,lift
MANTEIGA COM SAL MEMBERS MARK 500G,BANANA PRATA KG,0.04370913557056677,0.0034858938698840445,0.07975206611570249,1.2262018585287375
BANANA PRATA KG,MANTEIGA COM SAL MEMBERS MARK 500G,0.06503991619405411,0.0034858938698840445,0.053596223271313526,1.2262018585287375
QJ MUSS INTERFOLHADA KG,PAPEL TOALHA KITCHEN JUMB FD C360FL,0.029964237979987717,0.0034858938698840445,0.11633514165159735,1.0983989516852557
PAPEL TOALHA KITCHEN JUMB FD C360FL,QJ MUSS INTERFOLHADA KG,0.1059133764404147,0.0034858938698840445,0.03291268758526603,1.0983989516852557
BANANA NANICA KG,SACOLA PLASTICA MM CINZA,0.038019723295885564,0.003449770617346386,0.09073634204275534,1.6852426412409232
SACOLA PLASTICA MM CINZA,BANANA NANICA KG,0.05384170790737998,0.003449770617346386,0.06407245890640724,1.685242641240923
CENOURA KG,MAMAO PAPAYA KG,0.036394176931690926,0.003449770617346386,0.09478908188585608,4.4702660201808415
MAMAO PAPAYA KG,CENOURA KG,0.021204349239605534,0.003449770617346386,0.16269165247018738,4.4702660201808415
BISC CH PETIT BEURRE GRIESSON 150G,PH NEVE FT 20M L32P28UN,0.03863381858902576,0.003413647364808727,0.08835904628330994,1.2677084624311319
PH NEVE FT 20M L32P28UN,BISC CH PETIT BEURRE GRIESSON 150G,0.06969981577141206,0.003413647364808727,0.04897641876133713,1.267708462431132
OMO LAVA ROUPAS EM PO 5.6KG,LIMPOL 6X500ML DETERG LIQ NATURAL,0.02275764909872485,0.003395585738539898,0.1492063492063492,3.3243294688767526
LIMPOL 6X500ML DETERG LIQ NATURAL,OMO LAVA ROUPAS EM PO 5.6KG,0.044883141278040675,0.003395585738539898,0.07565392354124749,3.3243294688767526
SUCO NATURAL ONE LARANJA 2L,SUCO NATURAL ONE UVA/MACA 2L,0.021637828270057436,0.003395585738539898,0.15692821368948245,8.543252191870094
SUCO NATURAL ONE UVA/MACA 2L,SUCO NATURAL ONE LARANJA 2L,0.01836867391539934,0.003395585738539898,0.1848574237954769,8.543252191870096
CR DE LEITE PIRACANJUBA TP 200G,REQUEIJAO TRADIC CATUPIRY 500G,0.03144529133403172,0.003395585738539898,0.1079839172889144,2.5736709275152974
REQUEIJAO TRADIC CATUPIRY 500G,CR DE LEITE PIRACANJUBA TP 200G,0.041957157822490335,0.003395585738539898,0.08092983211364616,2.5736709275152974
SACOLA PLASTICA MM VERDE,PAO FRANCES MEMBERS MARK,0.047664631723440376,0.003377524112271069,0.07086017430845018,1.0264899033913273
PAO FRANCES MEMBERS MARK,SACOLA PLASTICA MM VERDE,0.06903153559946537,0.003377524112271069,0.0489272632129775,1.0264899033913273
OMO LAVA ROUPAS LAVAG PERFEITA 5LT,DOWNY BRISA DE VERAO CONCENTR 1.5LT,0.05479897409962793,0.003377524112271069,0.06163480553724456,2.9803254527293292
DOWNY BRISA DE VERAO CONCENTR 1.5LT,OMO LAVA ROUPAS LAVAG PERFEITA 5LT,0.020680562077809488,0.003377524112271069,0.1633187772925764,2.9803254527293292
OLEO SOJA LIZA PET 900ML,SAL REF CISNE 1KG,0.02561138604919987,0.003377524112271069,0.13187588152327223,5.883513341190564
SAL REF CISNE 1KG,OLEO SOJA LIZA PET 900ML,0.022414478199617095,0.003377524112271069,0.1506849315068493,5.883513341190564
PH NEVE FT 20M L32P28UN,VEJA LIMPEZA PESADA CLORO 2X1LT,0.06969981577141206,0.0033594624860022394,0.04819901528893496,2.6034992004752904
VEJA LIMPEZA PESADA CLORO 2X1LT,PH NEVE FT 20M L32P28UN,0.018513166925549978,0.0033594624860022394,0.1814634146341463,2.60349920047529
SACOLA PLASTICA MM VERDE,BANANA PRATA KG,0.047664631723440376,0.0033594624860022394,0.070481242895036,1.0836613424400343
BANANA PRATA KG,SACOLA PLASTICA MM VERDE,0.06503991619405411,0.0033594624860022394,0.05165231880033324,1.0836613424400343
LIMPOL 6X500ML DETERG LIQ NEUTRO,PH PERSONAL VIP FD 40 ROLOSX30M,0.025737817433081674,0.0033594624860022394,0.13052631578947368,1.97235807860262
PH PERSONAL VIP FD 40 ROLOSX30M,LIMPOL 6X500ML DETERG LIQ NEUTRO,0.06617779864899036,0.0033594624860022394,0.050764192139737985,1.9723580786026198
MAMAO FORMOSA KG,CENOURA KG,0.017050175197774808,0.0033414008597334103,0.19597457627118645,5.384778357235985
CENOURA KG,MAMAO FORMOSA KG,0.036394176931690926,0.0033414008597334103,0.09181141439205956,5.384778357235985
CR DE LEITE PIRACANJUBA TP 200G,FILE PEITO FRANGO SADIA 1KG ZIP IQF,0.03144529133403172,0.0033233392334645812,0.10568638713383112,2.4000953691762485
FILE PEITO FRANGO SADIA 1KG ZIP IQF,CR DE LEITE PIRACANJUBA TP 200G,0.0440342448434057,0.0033233392334645812,0.07547169811320754,2.4000953691762485
LIMPOL LIQ 6X500ML DETERG LIQ COCO,OMO LAVA ROUPAS LAVAG PERFEITA 5LT,0.024202579200231188,0.0033052776071957517,0.13656716417910447,2.492148191147099
OMO LAVA ROUPAS LAVAG PERFEITA 5LT,LIMPOL LIQ 6X500ML DETERG LIQ COCO,0.05479897409962793,0.0033052776071957517,0.06031641397495056,2.492148191147099
LIMPOL 6X500ML DETERG LIQ NEUTRO,MM LAVA ROUPAS 5LTS ULTIMATE CLEAN,0.025737817433081674,0.0033052776071957517,0.12842105263157894,1.6593138856476077
MM LAVA ROUPAS 5LTS ULTIMATE CLEAN,LIMPOL 6X500ML DETERG LIQ NEUTRO,0.07739406856193332,0.0033052776071957517,0.04270711785297549,1.6593138856476077
ACUC REF UNIAO 1KG,ALCOOL LIQ BACT 70 INPM TOPFORM 1L,0.031011812303579814,0.0033052776071957517,0.1065812463599301,2.9712876565779913
ALCOOL LIQ BACT 70 INPM TOPFORM 1L,ACUC REF UNIAO 1KG,0.03587038976989488,0.0033052776071957517,0.09214501510574018,2.9712876565779913
OMO LAVA ROUPAS LAVAG PERFEITA 5LT,MANTEIGA AVIACAO COM SAL POTE 500G,0.05479897409962793,0.0032872159809269226,0.05998681608437706,2.18934084332737
MANTEIGA AVIACAO COM SAL POTE 500G,OMO LAVA ROUPAS LAVAG PERFEITA 5LT,0.027399487049813966,0.0032872159809269226,0.11997363216875412,2.18934084332737
PH NEVE FT 20M L32P28UN,CREME DENTAL TRIPLA ACAO 6X90G COLG,0.06969981577141206,0.0032872159809269226,0.047162477325732054,1.7715045587628773
CREME DENTAL TRIPLA ACAO 6X90G COLG,PH NEVE FT 20M L32P28UN,0.026622837120254306,0.0032872159809269226,0.12347354138398915,1.7715045587628773
LIMPOL LIQ 6X500ML DETERG LIQ COCO,SUPER CANDIDA 5LT AGUA SANITARIA,0.024202579200231188,0.0032872159809269226,0.13582089552238807,3.7959917725858343
SUPER CANDIDA 5LT AGUA SANITARIA,LIMPOL LIQ 6X500ML DETERG LIQ COCO,0.03578008163855074,0.0032872159809269226,0.09187279151943462,3.795991772585834
CR DE LEITE NESTLE LT 300G,PH NEVE FT 20M L32P28UN,0.019344001733916122,0.0032691543546580935,0.16900093370681607,2.4246969929027156
PH NEVE FT 20M L32P28UN,CR DE LEITE NESTLE LT 300G,0.06969981577141206,0.0032691543546580935,0.04690334283493133,2.4246969929027156
PAO FRANCES MEMBERS MARK,CENOURA KG,0.06903153559946537,0.0032691543546580935,0.04735740450026165,1.3012357605764202
CENOURA KG,PAO FRANCES MEMBERS MARK,0.036394176931690926,0.0032691543546580935,0.08982630272952855,1.3012357605764202
ACUC REF UNIAO 1KG,MM LAVA ROUPAS 5LTS ULTIMATE CLEAN,0.031011812303579814,0.0032691543546580935,0.10541642399534072,1.3620736828298796
MM LAVA ROUPAS 5LTS ULTIMATE CLEAN,ACUC REF UNIAO 1KG,0.07739406856193332,0.0032691543546580935,0.04224037339556593,1.3620736828298796
REQUEIJ CREMOSO 500G MEMBERS MARK,SUCO DE LARANJA INTEGRAL 2L,0.05790557381786656,0.0032691543546580935,0.05645664379288833,1.4758161190920942
SUCO DE LARANJA INTEGRAL 2L,REQUEIJ CREMOSO 500G MEMBERS MARK,0.03825452443738034,0.0032691543546580935,0.08545797922568461,1.4758161190920942
BISNAGUINHAS 300G PANCO,PAO FORMA 500G PANCO,0.027688473070115235,0.0032691543546580935,0.11806914546640573,6.563269385434759
PAO FORMA 500G PANCO,BISNAGUINHAS 300G PANCO,0.017989379763753928,0.0032691543546580935,0.1817269076305221,6.56326938543476
CR DE LEITE PIRACANJUBA TP 200G,LIMPOL 6X500ML DETERG LIQ NATURAL,0.03144529133403172,0.003251092728389264,0.10338885697874783,2.303512054521269
LIMPOL 6X500ML DETERG LIQ NATURAL,CR DE LEITE PIRACANJUBA TP 200G,0.044883141278040675,0.003251092728389264,0.07243460764587524,2.3035120545212684
PH NEVE FT 20M L32P28UN,DOWNY BRISA DE VERAO CONCENTR 1.5LT,0.06969981577141206,0.003251092728389264,0.0466442083441306,2.2554613442629994
DOWNY BRISA DE VERAO CONCENTR 1.5LT,PH NEVE FT 20M L32P28UN,0.020680562077809488,0.003251092728389264,0.15720524017467247,2.255461344263
BANANA PRATA KG,SACOLA BIODEGRADAVEL MEMBERS MARK,0.06503991619405411,0.003251092728389264,0.049986114968064425,2.248197596524659
SACOLA BIODEGRADAVEL MEMBERS MARK,BANANA PRATA KG,0.022233861936928802,0.003251092728389264,0.14622258326563767,2.248197596524659
PAO FRANCES MEMBERS MARK,FILE PEITO FRANGO SADIA 1KG ZIP IQF,0.06903153559946537,0.003233031102120435,0.04683411826268969,1.0635839998901055
FILE PEITO FRANGO SADIA 1KG ZIP IQF,PAO FRANCES MEMBERS MARK,0.0440342448434057,0.003233031102120435,0.0734208367514356,1.0635839998901055
QBOA 5LT AGUA SANITARIA,MM LAVA ROUPAS 5LTS ULTIMATE CLEAN,0.023913593179929922,0.003233031102120435,0.13519637462235648,1.7468570542220279
MM LAVA ROUPAS 5LTS ULTIMATE CLEAN,QBOA 5LT AGUA SANITARIA,0.07739406856193332,0.003233031102120435,0.04177362893815636,1.7468570542220279
OMO LAVA ROUPAS LAVAG PERFEITA 5LT,VEJA LIMPEZA PESADA CLORO 2X1LT,0.05479897409962793,0.0032149694758516058,0.05866842452208306,3.169010723989903
VEJA LIMPEZA PESADA CLORO 2X1LT,OMO LAVA ROUPAS LAVAG PERFEITA 5LT,0.018513166925549978,0.0032149694758516058,0.17365853658536584,3.169010723989903
FILTRO DE PAPEL120UN MM TAM 103,LIMPOL 6X500ML DETERG LIQ NATURAL,0.025665570928006358,0.0031969078495827762,0.12456016889514425,2.775210587947105
LIMPOL 6X500ML DETERG LIQ NATURAL,FILTRO DE PAPEL120UN MM TAM 103,0.044883141278040675,0.0031969078495827762,0.07122736418511066,2.7752105879471056
MAC INST NISSIN GAL CAIPIRA 5X85GR,PAPEL TOALHA KITCHEN JUMB FD C360FL,0.018513166925549978,0.0031969078495827762,0.17268292682926828,1.630416597344691
PAPEL TOALHA KITCHEN JUMB FD C360FL,MAC INST NISSIN GAL CAIPIRA 5X85GR,0.1059133764404147,0.0031969078495827762,0.030184174624829467,1.630416597344691
HASTES FLEXIVEIS COTONETE C/300UN,PH NEVE FT 20M L32P28UN,0.01986778889571217,0.0031969078495827762,0.16090909090909092,2.3086013804801055
PH NEVE FT 20M L32P28UN,HASTES FLEXIVEIS COTONETE C/300UN,0.06969981577141206,0.0031969078495827762,0.04586680487172842,2.3086013804801055
OMO LAVA ROUPAS LAVAG PERFEITA 5LT,PAPEL TOALHA SNOB HIPER 360 FLS,0.05479897409962793,0.0031969078495827762,0.058338826631509556,2.073162692734376
PAPEL TOALHA SNOB HIPER 360 FLS,OMO LAVA ROUPAS LAVAG PERFEITA 5LT,0.028140013726835965,0.0031969078495827762,0.11360718870346598,2.073162692734376
BANANA PRATA KG,SUCO DE LARANJA INTEGRAL 2L,0.06503991619405411,0.003178846223313947,0.048875312413218554,1.2776348192021996
SUCO DE LARANJA INTEGRAL 2L,BANANA PRATA KG,0.03825452443738034,0.003178846223313947,0.08309726156751653,1.2776348192021993
SACOLA PLASTICA MM VERDE,REQUEIJ CREMOSO 500G MEMBERS MARK,0.047664631723440376,0.003178846223313947,0.06669192876089428,1.151735910098463
REQUEIJ CREMOSO 500G MEMBERS MARK,SACOLA PLASTICA MM VERDE,0.05790557381786656,0.003178846223313947,0.05489706799750468,1.151735910098463
CENOURA KG,MM LAVA ROUPAS 5LTS ULTIMATE CLEAN,0.036394176931690926,0.003178846223313947,0.08734491315136476,1.1285737366484159
MM LAVA ROUPAS 5LTS ULTIMATE CLEAN,CENOURA KG,0.07739406856193332,0.003178846223313947,0.041073512252042005,1.1285737366484159
BATATA PALITO 2KG MCCAIN,PH PERSONAL VIP FD 40 ROLOSX30M,0.027634288191308747,0.003160784597045118,0.11437908496732026,1.7283603761737591
PH PERSONAL VIP FD 40 ROLOSX30M,BATATA PALITO 2KG MCCAIN,0.06617779864899036,0.003160784597045118,0.047762008733624454,1.7283603761737591
ALCOOL LIQ BACT 70 INPM TOPFORM 1L,BANANA PRATA KG,0.03587038976989488,0.003160784597045118,0.08811681772406849,1.354811366317905
BANANA PRATA KG,ALCOOL LIQ BACT 70 INPM TOPFORM 1L,0.06503991619405411,0.003160784597045118,0.04859761177450708,1.3548113663179049
SUCO DE LARANJA INTEGRAL 2L,MM LAVA ROUPAS 5LTS ULTIMATE CLEAN,0.03825452443738034,0.003160784597045118,0.08262511803588292,1.0675897981737907
MM LAVA ROUPAS 5LTS ULTIMATE CLEAN,SUCO DE LARANJA INTEGRAL 2L,0.07739406856193332,0.003160784597045118,0.040840140023337225,1.0675897981737907
OLEO SOJA LIZA PET 900ML,PH NEVE FT 20M L32P28UN,0.02561138604919987,0.0031427229707762885,0.12270803949224258,1.7605217192349063
PH NEVE FT 20M L32P28UN,OLEO SOJA LIZA PET 900ML,0.06969981577141206,0.0031427229707762885,0.04508940139932625,1.7605217192349063
ACUC REF UNIAO 1KG,SACOLA PLASTICA MM CINZA,0.031011812303579814,0.0031427229707762885,0.10133954571927781,1.8821755411920615
SACOLA PLASTICA MM CINZA,ACUC REF UNIAO 1KG,0.05384170790737998,0.0031427229707762885,0.05836967460583697,1.8821755411920615
OMO LAVA ROUPAS LAVAG PERFEITA 5LT,LIMPOL 6X500ML DETERG LIQ NEUTRO,0.05479897409962793,0.0031246613445074594,0.05702043506921556,2.215433970555922
LIMPOL 6X500ML DETERG LIQ NEUTRO,OMO LAVA ROUPAS LAVAG PERFEITA 5LT,0.025737817433081674,0.0031246613445074594,0.12140350877192982,2.215433970555922
DOWNY BRISA DE VERAO CONCENTR 1.5LT,MM LAVA ROUPAS 5LTS ULTIMATE CLEAN,0.020680562077809488,0.0031246613445074594,0.15109170305676856,1.9522387938018781
MM LAVA ROUPAS 5LTS ULTIMATE CLEAN,DOWNY BRISA DE VERAO CONCENTR 1.5LT,0.07739406856193332,0.0031246613445074594,0.04037339556592765,1.952238793801878
CEBOLA KG KG,PAPEL TOALHA KITCHEN JUMB FD C360FL,0.02196293754289636,0.0031065997182386303,0.14144736842105263,1.33550051159618
PAPEL TOALHA KITCHEN JUMB FD C360FL,CEBOLA KG KG,0.1059133764404147,0.0031065997182386303,0.029331514324693043,1.3355005115961802
OMO LAVA ROUPAS LAVAG PERFEITA 5LT,FILE PEITO FRANGO SADIA 1KG ZIP IQF,0.05479897409962793,0.0031065997182386303,0.05669083717864206,1.2874261243776441
FILE PEITO FRANGO SADIA 1KG ZIP IQF,OMO LAVA ROUPAS LAVAG PERFEITA 5LT,0.0440342448434057,0.0031065997182386303,0.07054963084495489,1.2874261243776441
GOMA PARA TAPIOCA GOMA DE TAPIOCA 1,BANANA PRATA KG,0.0253224000288986,0.0031065997182386303,0.12268188302425108,1.886255244521157
BANANA PRATA KG,GOMA PARA TAPIOCA GOMA DE TAPIOCA 1,0.06503991619405411,0.0031065997182386303,0.047764509858372675,1.8862552445211567
SUPER CANDIDA 5LT AGUA SANITARIA,REQUEIJAO TRADIC CATUPIRY 500G,0.03578008163855074,0.0030885380919698007,0.08632004038364462,2.057337647817851
REQUEIJAO TRADIC CATUPIRY 500G,SUPER CANDIDA 5LT AGUA SANITARIA,0.041957157822490335,0.0030885380919698007,0.07361170899698666,2.057337647817851
PH PERSONAL VIP FD 40 ROLOSX30M,MANTEIGA AVIACAO COM SAL POTE 500G,0.06617779864899036,0.0030885380919698007,0.04667030567685589,1.7033277152965085
MANTEIGA AVIACAO COM SAL POTE 500G,PH PERSONAL VIP FD 40 ROLOSX30M,0.027399487049813966,0.0030885380919698007,0.1127224785761371,1.7033277152965083
PH NEVE FT 20M L32P28UN,CENOURA KG,0.06969981577141206,0.0030885380919698007,0.04431199792692407,1.2175573584228676
CENOURA KG,PH NEVE FT 20M L32P28UN,0.036394176931690926,0.0030885380919698007,0.084863523573201,1.2175573584228676
HASTES FLEXIVEIS COTONETE C/300UN,PH PERSONAL VIP FD 40 ROLOSX30M,0.01986778889571217,0.0030704764657009716,0.15454545454545454,2.335306669313219
PH PERSONAL VIP FD 40 ROLOSX30M,HASTES FLEXIVEIS COTONETE C/300UN,0.06617779864899036,0.0030704764657009716,0.04639737991266375,2.3353066693132196
MANTEIGA TABLETE C/SAL 200G,REQUEIJAO TRADIC CATUPIRY 500G,0.02172813640140158,0.0030704764657009716,0.14131338320864506,3.368039937464418
REQUEIJAO TRADIC CATUPIRY 500G,MANTEIGA TABLETE C/SAL 200G,0.041957157822490335,0.0030704764657009716,0.07318123116659492,3.3680399374644177
PACK EXTRE/NRISCA PK MISTO C/10UNID,LIMPOL 6X500ML DETERG LIQ NATURAL,0.017411407723151393,0.0030524148394321425,0.17531120331950206,3.905947719512093
LIMPOL 6X500ML DETERG LIQ NATURAL,PACK EXTRE/NRISCA PK MISTO C/10UNID,0.044883141278040675,0.0030524148394321425,0.06800804828973843,3.9059477195120933
SACOLA PLASTICA MM CINZA,LIMPOL 6X500ML DETERG LIQ NATURAL,0.05384170790737998,0.0030524148394321425,0.05669238510566924,1.2631109029217236
LIMPOL 6X500ML DETERG LIQ NATURAL,SACOLA PLASTICA MM CINZA,0.044883141278040675,0.0030524148394321425,0.06800804828973843,1.2631109029217236
OMO LAVA ROUPAS LAVAG PERFEITA 5LT,CREME DENTAL TRIPLA ACAO 6X90G COLG,0.05479897409962793,0.0030524148394321425,0.05570204350692155,2.0922654957966205
CREME DENTAL TRIPLA ACAO 6X90G COLG,OMO LAVA ROUPAS LAVAG PERFEITA 5LT,0.026622837120254306,0.0030524148394321425,0.11465400271370421,2.092265495796621
OMO LAVA ROUPAS LAVAG PERFEITA 5LT,MANTEIGA COM SAL MEMBERS MARK 500G,0.05479897409962793,0.0030524148394321425,0.05570204350692155,1.2743798928943053
MANTEIGA COM SAL MEMBERS MARK 500G,OMO LAVA ROUPAS LAVAG PERFEITA 5LT,0.04370913557056677,0.0030524148394321425,0.06983471074380165,1.2743798928943053
BANANA PRATA KG,REQUEIJAO TRADIC CATUPIRY 500G,0.06503991619405411,0.0030524148394321425,0.04693140794223827,1.1185554593757916
REQUEIJAO TRADIC CATUPIRY 500G,BANANA PRATA KG,0.041957157822490335,0.0030524148394321425,0.07275075333620319,1.1185554593757918
OMO LAVA ROUPAS EM PO 5.6KG,SUPER CANDIDA 5LT AGUA SANITARIA,0.02275764909872485,0.0030343532131633134,0.13333333333333333,3.7264681137472655
SUPER CANDIDA 5LT AGUA SANITARIA,OMO LAVA ROUPAS EM PO 5.6KG,0.03578008163855074,0.0030343532131633134,0.08480565371024734,3.7264681137472655
SUPER CANDIDA 5LT AGUA SANITARIA,LEITE FERMENTADO YAKULT 6X80G,0.03578008163855074,0.0030343532131633134,0.08480565371024734,2.028228865365682
LEITE FERMENTADO YAKULT 6X80G,SUPER CANDIDA 5LT AGUA SANITARIA,0.0418126648123397,0.0030343532131633134,0.07257019438444925,2.0282288653656826
OMO LAVA ROUPAS LAVAG PERFEITA 5LT,FILTRO DE PAPEL120UN MM TAM 103,0.05479897409962793,0.0030343532131633134,0.055372445616348055,2.1574601154079707
FILTRO DE PAPEL120UN MM TAM 103,OMO LAVA ROUPAS LAVAG PERFEITA 5LT,0.025665570928006358,0.0030343532131633134,0.11822660098522168,2.1574601154079707
PAPEL TOALHA SNOB HIPER 360 FLS,MM LAVA ROUPAS 5LTS ULTIMATE CLEAN,0.028140013726835965,0.003016291586894484,0.10718870346598203,1.3849731052736431
MM LAVA ROUPAS 5LTS ULTIMATE CLEAN,PAPEL TOALHA SNOB HIPER 360 FLS,0.07739406856193332,0.003016291586894484,0.03897316219369895,1.3849731052736431
PAPEL TOALHA SNOB HIPER 360 FLS,LIMPOL 6X500ML DETERG LIQ NATURAL,0.028140013726835965,0.003016291586894484,0.10718870346598203,2.3881729400795013
LIMPOL 6X500ML DETERG LIQ NATURAL,PAPEL TOALHA SNOB HIPER 360 FLS,0.044883141278040675,0.003016291586894484,0.06720321931589537,2.3881729400795013
MON BIJOU PUREZA 5LT AMAC DILUIDO,LIMPOL 6X500ML DETERG LIQ NATURAL,0.021692013148863924,0.003016291586894484,0.13905079100749373,3.0980628148575042
LIMPOL 6X500ML DETERG LIQ NATURAL,MON BIJOU PUREZA 5LT AMAC DILUIDO,0.044883141278040675,0.003016291586894484,0.06720321931589537,3.0980628148575047
CR DE LEITE PIRACANJUBA TP 200G,LEITE FERMENTADO YAKULT 6X80G,0.03144529133403172,0.003016291586894484,0.09592188397472716,2.2940868372115526
LEITE FERMENTADO YAKULT 6X80G,CR DE LEITE PIRACANJUBA TP 200G,0.0418126648123397,0.003016291586894484,0.07213822894168466,2.294086837211552
DORITOS NACHO 300GR,PAPEL TOALHA KITCHEN JUMB FD C360FL,0.022107430553046998,0.003016291586894484,0.136437908496732,1.2882028038591515
PAPEL TOALHA KITCHEN JUMB FD C360FL,DORITOS NACHO 300GR,0.1059133764404147,0.003016291586894484,0.028478854024556615,1.2882028038591515
